"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"FELIZ DIA DO ESTETICISTA! 🥼🩷

Hoje celebramos a profissão que transforma não só a pele, mas também a autoestima e a confiança de tantas pessoas. Ser esteticista é muito mais do que trabalhar com beleza – é cuidar, acolher e fazer a diferença na vida de cada cliente com dedicação, técnica e amor.

A cada atendimento, levamos ciência, arte e empatia, valorizando o bem-estar e a essência de quem confia no nosso trabalho. Que continuemos evoluindo, aprendendo e espalhando cuidados pelo mundo!

Parabéns a todos nós, profissionais que escolhemos essa linda missão! 💖

#diadoesteticista #esteticacomamor #cuidadoebeleza","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/DE-EF1BRle4/","13","Feliz dia para a maior que temosssss 🔥❤️","45","2025-01-18T14:08:56.000Z",
"✨Design com henna ✨

• Agende agora o seu horário 📆","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CUffT26FqGM/","0","","9","2021-10-01T16:03:24.000Z",
"Você tem aquela flacidez indesejada? Um dos procedimentos aqui da clínica é a aplicação localizada de colágeno. ✨

💡 Muito já se ouviu falar sobre ingerir cápsulas de colágeno, mas isso é apenas uma grande jogada de marketing das empresas.","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/C-tHLLvO25-/","0","","6","2024-08-15T21:00:00.000Z",
"É lacre que você quer? Então toma! 🤩🔥

• Vem agendar seu horário comigo também! ❤️✨","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CUsPXWAlLgN/","2","Melhor design 😍😍","15","2021-10-06T14:54:12.000Z",
"✨Design ✨

• Baba comigo vaiiii 😍😍😍

• Agende agora o design ❣️","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CR1plgxhev_/","0","","16","2021-07-27T17:02:18.000Z",
"A lipo enzimática (Com associação de ultrassom) é um procedimento que contribui para perda de gordura localizada! 

Essa paciente está na metade do tratamento entraremos também com protocolo para flacidez tecidual e também muscular. 

* Foram feitas 3 sessões até agora ✨

• Agende sua avaliação e vem me contar o que te impede de se sentir mais à vontade com o seu corpo! 💖","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/C6PCNRCOdVw/","0","","14","2024-04-26T18:34:13.000Z",
"✨Massagem modeladora✨

• Tratamento para perda de gordura localizada

• Deixe suas dúvidas nos comentários 🥰","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CTSd0NzJKFV/","0","","11","2021-09-01T18:08:49.000Z",
"Feliz dia das mulheres para todas nós! ❤️✨

Guerreiras, fortes, lindas, carismáticas, carinhosas, destemidas é simplesmente maravilhosas! 💖

Hoje é o nosso dia e merecemos o mundo, na verdade… merecemos esquecer dele, não é mesmo?! Vai lá na @smft.barao hoje para receber uma massagem relaxante gratuita minha e esquecer de todo o mundo! Às 17h10 estarei lá 💖","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/Ca2VMG9ORsX/","5","😍❤️ feliz dia","33","2022-03-08T16:05:52.000Z",
"A massagem modeladora é um procedimento não invasivo, que tem como função acelerar o processo de perda de medidas! 🤍

Já imaginou esse ser um resultado seu? 💡✨

• Melhora o contorno corporal;
• Melhora o aspecto da pele, deixando mais lisa e uniforme;
• Auxilia na queima de gordura, pelo estímulo do metabolismo naquela região;","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/C-qFJYnOM4U/","0","","14","2024-08-14T16:44:59.000Z",
"Foi lindo, que experiência incrível. Deus é e sempre será perfeito! Minha clínica ficou maravilhosa e ficará cada vez mais… Amanhã vou mostrar tudinho pra vocês, a recepção que ainda não mostrei 😂
Sou grata a todas as clientes que vieram me prestigiar! Deus abençoe pelo carinho e confiança no meu trabalho 🥰❤️","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CXZtuPPuxAP/","12","Parabéns meu anjo, que Deus continue te abençoando cada vez mais! Todo sucesso do mundo ❤️🎊😍","104","2021-12-12T23:48:05.000Z",
"✨ Dia da Esteticista ✨ 

Nosso 18.01 ❤️

Parabéns para todas nós que elevamos a auto estima das nossas clientes, que com as mãos levamos o amor e o sorriso em cada rosto; cuidamos de cada cliente com muito amor, carinho e dedicação e assim o resultado sempre vem! Sou muito grata por ter escolhido essa profissão, não me imagino fazendo outra coisa ❤️

• Obrigada a todas clientes que confiaram e confiam no meu trabalho! 💖

#diadaesteticista #18dejaneiro #amor #gratidao","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CY4rR10uowz/","19","👏👏👏👏❤️❤️","41","2022-01-18T20:54:34.000Z",
"✨ Massagem modeladora ✨

• Focaaaa nesse resultado, igual essa cliente focou!!! 😍😍😍😍

• Babado né? Me chama no direct e agende a sua avaliação comigo! ✨❣️","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/Cc08GM7u6Eb/","1","Resultado ótimo!! Parabéns!!","21","2022-04-26T20:10:09.000Z",
"✨ Design com henna ✨

• Chama no alinhamento 😂
😍🔥

• Vem agendar seu horário também 😙❤️","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CUyPye2lajI/","3","Incrível seu trabalho 😍","71","2021-10-08T22:53:21.000Z",
"✨ Drenagem linfática ✨

• Este é o tanto de líquido de retemos durante o ciclo menstrual! 😱

Vem retirar esse líquido parado do seu corpo! 😍

✨ Drena o líquido parado
✨ Elimina as toxinas e impurezas do corpo
✨ Tira o inchaço 
✨ Melhora o aspecto da pele 
✨ Diminui a celulite 

#estetica #fitness #foryou #instagram #resultados","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CQTyUx2BGBM/","0","","16","2021-06-19T16:53:05.000Z",
"✨Massagem modeladora ✨

• Não agendou a sua sessão ainda porque? 🤤😍","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CRW1QN5hYJW/","0","","4","2021-07-15T17:47:48.000Z",
"✨ Massagem modeladora ✨

• E esse pré e pós BABADO???? 😱😍

• Já imaginou ela na DÉCIMA sessão? Vai ser SUCESSO! 😌✅

• Agende agora a sua avaliação! 💆🏻‍♀️✨","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CQ3Y5A3BTbe/","0","","4","2021-07-03T12:43:30.000Z",
"✨ Massagem modeladora ✨

É resultado que vc quer? Então TOMA! 😍🥰 Isso pq está apenas na metade do tratamento! 🤫🤭

✨ Vai lá nos stories saber mais 

#estetica #resultados #instagram #fitness #magrinhas #top","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CQTxJH9B0pu/","0","","21","2021-06-19T16:42:46.000Z",
"✨ Massagem modeladora ✨

• É resultado que vocês querem? Então toma! 🤭

• Tá fazendo o que perdendo tempo aí? Vem logo agendar a sua 😍

• Horários disponíveis, me chama no direct! ✨","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CRhEHWQhdMu/","0","","13","2021-07-19T17:10:04.000Z",
"✨ Design masculino ✨

• O olhar faz total diferença no rosto 😍

• Agende agora o seu procedimento ✨","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/CRzivqeBXUR/","0","","10","2021-07-26T21:24:02.000Z",
"Eu te apresento a minha história profissional até aqui! ✨

• Ainda não acabou, tenho muito chão à trilhar pela frente… 

• Feliz demais por ter chegado até onde cheguei! 💖

• Quer saber mais sobre mim? Comenta aqui ✨","Ana Carla | Estética em Mauá/SP","estetik_ac","https://www.instagram.com/p/C17x2knu7zN/","30","Parabéns pela trajetória!!! Que Deus abençoe 🙏🏻","66","2024-01-10T21:00:00.000Z",
